,142,601,602,715,Spy,Lqd,Gsg
1661,,,,,,,
1662,,,,,,,
1663,,,,,,,
1664,,,,,,,
1665,,,,,,,
1666,,,,,,,
1667,,,,,,,
1668,,,,,,,
1669,,,,,,,
1670,,,,,,,
1671,,,,,,,
1672,,,,,,,
1673,,,,,,,
1674,,,,,,,
1675,,,,,,,
1676,,,,,,,
1677,,,,,,,
1678,,,,,,,
1679,,,,,,,
1680,,,,,,,
1681,,,,,,,
1682,,,,,,,
1683,,,,,,,
1684,,,,,,,
1685,,,,,,,
1686,,,,,,,
1687,,,,,,,
1688,,,,,,,
1689,,,,,,,
1690,,,,,,,
1691,,,,,,,
1692,,,,,,,
1693,,,,,,,
1694,,,,,,,
1695,,,,,,,
1696,,,,,,,
1697,,,,,,,
1698,,,,,,,
1699,,,,,,,
1700,,,,,,,
1701,,,,,,,
1702,,,,,,,
1703,,,,,,,
1704,,,,,,,
1705,,,,,,,
1706,,,,,,,
1707,,,,,,,
1708,,,,,,,
1709,,,,,,,
1710,,,,,,,
1711,,,,,,,
1712,,,,,,,
1713,,,,,,,
1714,,,,,,,
1715,,,,,,,
1716,,,,,,,
1717,,,,,,,
1718,,,,,,,
1719,,,,,,,
1720,,,,,,,
1721,,,,,,,
1722,,,,,,,
1723,,,,,,,
1724,,,,,,,
1725,,,,,,,
1726,,,,,,,
1727,,,,,,,
1728,,,,,,,
1729,,,,,,,
1730,,,,,,,
1731,,,,,,,
1732,,,,,,,
1733,,,,,,,
1734,,,,,,,
1735,,,,,,,
1736,,,,,,,
1737,,,,,,,
1738,,,,,,,
1739,,,,,,,
1740,,,,,,,
1741,,,,,,,
1742,,,,,,,
1743,,,,,,,
1744,,,,,,,
1745,,,,,,,
1746,,,,,,,
1747,,,,,,,
1748,,,,,,,
1749,,,,,,,
1750,,,,,,,
1751,,,,,,,
1752,,,,,,,
1753,,,,,,,
1754,,,,,,,
1755,,,,,,,
1756,,,,,,,
1757,,,,,,,
1758,,,,,,,
1759,,,,,,,
1760,,,,,,,
1761,,,,,,,
1762,,,,,,,
1763,,,,,,,
1764,,,,,,,
1765,,,,,,,
1766,,,,,,,
1767,,,,,,,
1768,,,,,,,
1769,,,,,,,
1770,,,,,,,
1771,,,,,,,
1772,,,,,,,
1773,,,,,,,
1774,,,,,,,
1775,,,,,,,
1776,,,,,,,
1777,,,,,,,
1778,,,,,,,
1779,,,,,,,
1780,,,,,,,
1781,,,,,,,
1782,,,,,,,
1783,,,,,,,
1784,,,,,,,
1785,,,,,,,
1786,,,,,,,
1787,,,,,,,
1788,,,,,,,
1789,,,,,,,
1790,,,,,,,
1791,,,,,,,
1792,,,,,,,
1793,,,,,,,
1794,,,,,,,
1795,,,,,,,
1796,,,,,,,
1797,,,,,,,
1798,,,,,,,
1799,,,,,,,
1800,,,,,,,
1801,,,,,,,
1802,,,,,,,
1803,,,,,,,
1804,,,,,,,
1805,,,,,,,
1806,,,,,,,
1807,,,,,,,
1808,,,,,,,
1809,,,,,,,
1810,,,,,,,
1811,,,,,,,
1812,,,,,,,
1813,,,,,,,
1814,,,,,,,
1815,,,,,,,
1816,,,,,,,
1817,,,,,,,
1818,,,,,,,
1819,,,,,,,
1820,,,,,,,
1821,,,,,,,
1822,,,,,,,
1823,,,,,,,
1824,,,,,,,
1825,,,,,,,
1826,,,,,,,
1827,,,,,,,
1828,,,,,,,
1829,,,,,,,
1830,,,,,,,
1831,,,,,,,
1832,,,,,,,
1833,,,,,,,
1834,,,,,,,
1835,,,,,,,
1836,,,,,,,
1837,,,,,,,
1838,,,,,,,
1839,,,,,,,
1840,,,,,,,
1841,,,,,,,
1842,,,,,,,
1843,,,,,,,
1844,,,,,,,
1845,,,,,,,
1846,,,,,,,
1847,,,,,,,
1848,,,,,,,
1849,,,,,,,
1850,,,,,,,
1851,,,,,,,
1852,,,,,,,
1853,,,,,,,
1854,,,,,,,
1855,,,,,,,
1856,,,,,,,
1857,,,,,,,
1858,,,,,,,
1859,,,,,,,
1860,,,,,,,
1861,,,,,,,
1862,,,,,,,
1863,,,,,,,
1864,,,,,,,
1865,,,,,,,
1866,,,,,,,
1867,,,,,,,
1868,,,,,,,
1869,,,,,,,
1870,,,,,,,
1871,,,,,,,
1872,,,,,,,
1873,,,,,,,
1874,,,,,,,
1875,,,,,,,
1876,,,,,,,
1877,,,,,,,
1878,,,,,,,
1879,,,,,,,
1880,,,,,,,
1881,,,,,,,
1882,,,,,,,
1883,,,,,,,
1884,,,,,,,
1885,,,,,,,
1886,,,,,,,
1887,,,,,,,
1888,,,,,,,
1889,,,,,,,
1890,,,,,,,
1891,,,,,,,
1892,,,,,,,
1893,,,,,,,
1894,,,,,,,
1895,,,,,,,
1896,,,,,,,
1897,,,,,,,
1898,,,,,,,
1899,,,,,,,
1900,,,,,,,
1901,,,,,,,
1902,,,,,,,
1903,,,,,,,
1904,,,,,,,
1905,,,,,,,
1906,,,,,,,
1907,,,,,,,
1908,,,,,,,
1909,,,,,,,
1910,,,,,,,
1911,,,,,,,
1912,,,,,,,
1913,,,,,,,
1914,,,,,,,
1915,,,,,,,
1916,,,,,,,
1917,,,,,,,
1918,,,,,,,
1919,,,,,,,
1920,,,,,,,
1921,,,,,,,
1922,,,,,,,
1923,,,,,,,
1924,,,,,,,
1925,,,,,,,
1926,,,,,,,
1927,,,,,,,
1928,,,,,,,
1929,,,,,,,
1930,,,,,,,
1931,,,,,,,
1932,,,,,,,
1933,,,,,,,
1934,,,,,,,
1935,,,,,,,
1936,,,,,,,
1937,,,,,,,
1938,,,,,,,
1939,,,,,,,
1940,,,,,,,
1941,,,,,,,
1942,,,,,,,
1943,,,,,,,
1944,,,,,,,
1945,,,,,,,
1946,,,,,,,
1947,,,,,,,
1948,,,,,,,
1949,,,,,,,
1950,,,,,,,
1951,,,,,,,
1952,,,,,,,
1953,,,,,,,
1954,,,,,,,
1955,,,,,,,
1956,,,,,,,
1957,,,,,,,
1958,,,,,,,
1959,,,,,,,
1960,,,,,,,
1961,,,,,,,
1962,,,,,,,
1963,,,,,,,
1964,,,,,,,
1965,,,,,,,
1966,,,,,,,
1967,,,,,,,
1968,,,,,,,
1969,,,,,,,
1970,,,,,,,
1971,,,,,,,
1972,,,,,,,
1973,,,,,,,
1974,,,,,,,
1975,,,,,,,
1976,,,,,,,
1977,,,,,,,
1978,,,,,,,
1979,,,,,,,
1980,,,,,,,
1981,,,,,,,
1982,,,,,,,
1983,,,,,,,
1984,,,,,,,
1985,,,,,,,
1986,,,,,,,
1987,,,,,,,
1988,,,,,,,
1989,,,,,,,
1990,,,,,,,
1991,,,,,,,
1992,,,,,,,
1993,,,,,,,
1994,,,,,,,
1995,,,,,,,
1996,,,,,,,
1997,,,,,,,
1998,,,,,,,
1999,,,,,,,
2000,,,,,,,
2001,,,,,,,
2002,,,,,,,
2003,,,,,,,
2004,,,,,,,
2005,,,,,,,
2006,,,,,,,
2007,,,,,,,
2008,,,,,,,
2009,,,,,,,
2010,,,,,,,
2011,,,,,,,
2012,,,,,,,
2013,,,,,,,
2014,,,,,,,
2015,,,,,,,
2016,,,,,,,
2017,,,,,,,
2018,,,,,,,
2019,,,,,,,
2020,,,,,,,
2021,,,,,,,
2022,,,,,,,
2023,,,,,,,
2024,,,,,,,
2025,,,,,,,
2026,,,,,,,
2027,,,,,,,
2028,,,,,,,
2029,,,,,,,
2030,,,,,,,
2031,,,,,,,
2032,,,,,,,
2033,,,,,,,
2034,,,,,,,
2035,,,,,,,
2036,,,,,,,
2037,,,,,,,
2038,,,,,,,
2039,,,,,,,
2040,,,,,,,
2041,,,,,,,
2042,,,,,,,
2043,,,,,,,
2044,,,,,,,
2045,,,,,,,
2046,,,,,,,
2047,,,,,,,
2048,,,,,,,
2049,,,,,,,
2050,,,,,,,
2051,,,,,,,
2052,,,,,,,
2053,,,,,,,
2054,,,,,,,
2055,,,,,,,
2056,,,,,,,
2057,,,,,,,
2058,,,,,,,
2059,,,,,,,
2060,,,,,,,
2061,,,,,,,
2062,,,,,,,
2063,,,,,,,
2064,,,,,,,
2065,,,,,,,
2066,,,,,,,
2067,,,,,,,
2068,,,,,,,
2069,,,,,,,
2070,,,,,,,
2071,,,,,,,
2072,,,,,,,
2073,,,,,,,
2074,,,,,,,
2075,,,,,,,
2076,,,,,,,
2077,,,,,,,
2078,,,,,,,
2079,,,,,,,
2080,,,,,,,
2081,,,,,,,
2082,,,,,,,
2083,,,,,,,
2084,,,,,,,
2085,,,,,,,
2086,,,,,,,
2087,,,,,,,
2088,,,,,,,
2089,,,,,,,
2090,,,,,,,
2091,,,,,,,
2092,,,,,,,
2093,,,,,,,
2094,,,,,,,
2095,,,,,,,
2096,,,,,,,
2097,,,,,,,
2098,,,,,,,
2099,,,,,,,
2100,,,,,,,
2101,,,,,,,
2102,,,,,,,
2103,,,,,,,
2104,,,,,,,
2105,,,,,,,
2106,,,,,,,
2107,,,,,,,
2108,,,,,,,
2109,,,,,,,
2110,,,,,,,
2111,,,,,,,
2112,,,,,,,
2113,,,,,,,
2114,,,,,,,
2115,,,,,,,
2116,,,,,,,
2117,,,,,,,
2118,,,,,,,
2119,,,,,,,
2120,,,,,,,
2121,,,,,,,
2122,,,,,,,
2123,,,,,,,
2124,,,,,,,
2125,,,,,,,
2126,,,,,,,
2127,,,,,,,
2128,,,,,,,
2129,,,,,,,
2130,,,,,,,
2131,,,,,,,
2132,,,,,,,
2133,,,,,,,
2134,,,,,,,
2135,,,,,,,
2136,,,,,,,
2137,,,,,,,
2138,,,,,,,
2139,,,,,,,
2140,,,,,,,
2141,,,,,,,
2142,,,,,,,
2143,,,,,,,
2144,,,,,,,
2145,,,,,,,
2146,,,,,,,
2147,,,,,,,
2148,,,,,,,
2149,,,,,,,
2150,,,,,,,
2151,,,,,,,
2152,,,,,,,
2153,,,,,,,
2154,,,,,,,
2155,,,,,,,
2156,,,,,,,
2157,,,,,,,
2158,,,,,,,
2159,,,,,,,
2160,,,,,,,
2161,,,,,,,
2162,,,,,,,
2163,,,,,,,
2164,,,,,,,
2165,,,,,,,
2166,,,,,,,
2167,,,,,,,
2168,,,,,,,
2169,,,,,,,
2170,,,,,,,
2171,,,,,,,
2172,,,,,,,
2173,,,,,,,
2174,,,,,,,
2175,,,,,,,
2176,,,,,,,
2177,,,,,,,
2178,,,,,,,
2179,,,,,,,
2180,,,,,,,
2181,,,,,,,
2182,,,,,,,
2183,,,,,,,
2184,,,,,,,
2185,,,,,,,
2186,,,,,,,
2187,,,,,,,
2188,,,,,,,
2189,,,,,,,
2190,,,,,,,
2191,,,,,,,
2192,,,,,,,
2193,,,,,,,
2194,,,,,,,
2195,,,,,,,
2196,,,,,,,
2197,,,,,,,
2198,,,,,,,
2199,,,,,,,
2200,,,,,,,
2201,,,,,,,
2202,,,,,,,
2203,,,,,,,
2204,,,,,,,
2205,,,,,,,
2206,,,,,,,
2207,,,,,,,
2208,,,,,,,
2209,,,,,,,
2210,,,,,,,
2211,,,,,,,
2212,,,,,,,
2213,,,,,,,
2214,,,,,,,
2215,,,,,,,
2216,,,,,,,
2217,,,,,,,
2218,,,,,,,
2219,,,,,,,
2220,,,,,,,
2221,,,,,,,
2222,,,,,,,
2223,,,,,,,
2224,,,,,,,
2225,,,,,,,
2226,,,,,,,
2227,,,,,,,
2228,,,,,,,
2229,,,,,,,
2230,,,,,,,
2231,,,,,,,
2232,,,,,,,
2233,,,,,,,
2234,,,,,,,
2235,,,,,,,
2236,,,,,,,
2237,,,,,,,
2238,,,,,,,
2239,,,,,,,
2240,,,,,,,
2241,,,,,,,
2242,,,,,,,
2243,,,,,,,
2244,,,,,,,
2245,,,,,,,
2246,,,,,,,
2247,,,,,,,
2248,,,,,,,
2249,,,,,,,
2250,,,,,,,
2251,,,,,,,
2252,,,,,,,
2253,,,,,,,
2254,,,,,,,
2255,,,,,,,
2256,,,,,,,
2257,,,,,,,
2258,,,,,,,
2259,,,,,,,
2260,,,,,,,
2261,,,,,,,
2262,,,,,,,
2263,,,,,,,
2264,,,,,,,
2265,,,,,,,
2266,,,,,,,
2267,,,,,,,
2268,,,,,,,
2269,,,,,,,
2270,,,,,,,
2271,,,,,,,
2272,,,,,,,
2273,,,,,,,
2274,,,,,,,
2275,,,,,,,
2276,,,,,,,
2277,,,,,,,
2278,,,,,,,
2279,,,,,,,
2280,,,,,,,
2281,,,,,,,
2282,,,,,,,
2283,,,,,,,
2284,,,,,,,
2285,,,,,,,
2286,,,,,,,
2287,,,,,,,
2288,,,,,,,
2289,,,,,,,
2290,,,,,,,
2291,,,,,,,
2292,,,,,,,
2293,,,,,,,
2294,,,,,,,
2295,,,,,,,
2296,,,,,,,
2297,,,,,,,
2298,,,,,,,
2299,,,,,,,
2300,,,,,,,
2301,,,,,,,
2302,,,,,,,
2303,,,,,,,
2304,,,,,,,
2305,,,,,,,
2306,,,,,,,
2307,,,,,,,
2308,,,,,,,
2309,,,,,,,
2310,,,,,,,
2311,,,,,,,
2312,,,,,,,
2313,,,,,,,
2314,,,,,,,
2315,,,,,,,
2316,,,,,,,
2317,,,,,,,
2318,,,,,,,
2319,,,,,,,
2320,,,,,,,
2321,,,,,,,
2322,,,,,,,
2323,,,,,,,
2324,,,,,,,
2325,,,,,,,
2326,,,,,,,
2327,,,,,,,
2328,,,,,,,
2329,,,,,,,
2330,,,,,,,
2331,,,,,,,
2332,,,,,,,
2333,,,,,,,
2334,,,,,,,
2335,,,,,,,
2336,,,,,,,
2337,,,,,,,
2338,,,,,,,
2339,,,,,,,
2340,,,,,,,
2341,,,,,,,
2342,,,,,,,
2343,,,,,,,
2344,,,,,,,
2345,,,,,,,
2346,,,,,,,
2347,,,,,,,
2348,,,,,,,
2349,,,,,,,
2350,,,,,,,
2351,,,,,,,
2352,,,,,,,
2353,,,,,,,
2354,,,,,,,
2355,,,,,,,
2356,,,,,,,
2357,,,,,,,
2358,,,,,,,
2359,,,,,,,
2360,,,,,,,
2361,,,,,,,
2362,,,,,,,
2363,,,,,,,
2364,,,,,,,
2365,,,,,,,
2366,,,,,,,
2367,,,,,,,
2368,,,,,,,
2369,,,,,,,
2370,,,,,,,
2371,,,,,,,
2372,,,,,,,
2373,,,,,,,
2374,,,,,,,
2375,,,,,,,
2376,,,,,,,
2377,,,,,,,
2378,,,,,,,
2379,,,,,,,
2380,,,,,,,
2381,,,,,,,
2382,,,,,,,
2383,,,,,,,
2384,,,,,,,
2385,,,,,,,
2386,,,,,,,
2387,,,,,,,
2388,,,,,,,
2389,,,,,,,
2390,,,,,,,
2391,,,,,,,
2392,,,,,,,
2393,,,,,,,
2394,,,,,,,
2395,,,,,,,
2396,,,,,,,
2397,,,,,,,
2398,,,,,,,
2399,,,,,,,
2400,,,,,,,
2401,,,,,,,
2402,,,,,,,
2403,,,,,,,
2404,,,,,,,
2405,,,,,,,
2406,,,,,,,
2407,,,,,,,
2408,,,,,,,
2409,,,,,,,
2410,,,,,,,
2411,,,,,,,
2412,,,,,,,
2413,,,,,,,
2414,,,,,,,
2415,,,,,,,
2416,,,,,,,
2417,,,,,,,
2418,,,,,,,
2419,,,,,,,
2420,,,,,,,
2421,,,,,,,
2422,,,,,,,
2423,,,,,,,
2424,,,,,,,
2425,,,,,,,
2426,,,,,,,
2427,,,,,,,
2428,,,,,,,
2429,,,,,,,
2430,,,,,,,
2431,,,,,,,
2432,,,,,,,
2433,,,,,,,
2434,,,,,,,
2435,,,,,,,
2436,,,,,,,
2437,,,,,,,
2438,,,,,,,
2439,,,,,,,
2440,,,,,,,
2441,,,,,,,
2020-04-17 03:00:00,,,,,,,
2020-04-18 03:00:00,,,,,-0.0038140575199199223,0.029724169846510495,0.07645732209400746
2020-04-19 03:00:00,,,,,-0.023137487575524807,-0.012042989317707309,0.5727796716246503
2020-04-20 03:00:00,,,,,-0.0011957256287737916,0.04954611932885422,-0.35779408668052115
2020-04-21 03:00:00,,,,,0.01303040456519744,-0.04133903207334233,-0.003492542225186579
2020-04-22 03:00:00,,,,,0.013101253367622023,0.011699571594626201,-0.03163815424955596
2020-04-23 03:00:00,,,,,-0.0017968989709366001,-0.02492954328512975,-0.02050408712568541
2020-04-24 03:00:00,,,,,0.02475414698156153,0.027151882663233984,0.0110255334540168
2020-04-25 03:00:00,,,,,0.0007942447879043524,-0.007155247390424835,-0.03484050761856705
2020-04-26 03:00:00,,,,,-0.004256804074679876,0.0016399028555131867,0.056210611744406336
2020-04-27 03:00:00,,,,,0.02219206198188539,-0.002906485360557487,-0.04921499379090999
2020-04-28 03:00:00,,,,,-0.04298455728711181,0.002693673262936569,0.029832987650236342
2020-04-29 03:00:00,,,,,0.021004064417859958,-0.0070998562573619806,-0.03065724746387588
2020-04-30 03:00:00,,,,,-0.011893639900647845,-0.022511471979464237,0.04836104105233252
2020-05-01 03:00:00,,,,,-0.014015872716993005,0.031609610226503104,0.03899687083885772
2020-05-02 03:00:00,,,,,0.020365476395349136,-0.002412578023925027,-0.08294624676522622
2020-05-03 03:00:00,,,,,0.00980660580606596,-0.01605973902022273,0.0462292184483597
2020-05-04 03:00:00,,,,,0.025153055585640294,0.02667914366157742,-0.05384074308146758
2020-05-05 03:00:00,,,,,-0.018841945637531166,-9.618951946033238e-05,0.044185016501077534
2020-05-06 03:00:00,,,,,0.048403971562185344,-0.010478442957107204,-0.016164892958959287
2020-05-07 03:00:00,,,,,-0.0684403248519827,0.029147186239599776,-0.018704590756253747
2020-05-08 03:00:00,,,,,0.020971599076080594,-0.030378780330107102,0.012500537601512818
2020-05-09 03:00:00,,,,,-0.0009682185763116857,0.013210040327526817,-0.008736186715412542
2020-05-10 03:00:00,,,,,-0.005205327869043042,-0.014125564606685903,-0.01147578207098976
2020-05-11 03:00:00,,,,,0.014208419907828285,0.02553060275390462,0.024764706929429003
2020-05-12 03:00:00,,,,,-0.014988289500546426,0.00406211099436149,-0.02123217220800777
2020-05-13 03:00:00,,,,,0.057922255757742125,-0.00839472043064482,0.007041236164504472
2020-05-14 03:00:00,,,,,0.008554000185839294,0.002982308973577208,0.00601965961362505
2020-05-15 03:00:00,,,,,-0.01815474441618581,-0.009377254244841482,-0.00030015035601127504
2020-05-16 03:00:00,,,,,0.006751901773987656,0.0031055896940395122,0.05091378960291815
2020-05-17 03:00:00,,,,,-0.01103064063352066,0.028184590174871627,-0.04775262250835732
2020-05-18 03:00:00,,,,,0.005524257788035669,-0.020277537123055245,-0.034351947272589944
2020-05-19 03:00:00,,,,,0.013372004444756502,0.009144603226093118,0.030204988924974696
2020-05-20 03:00:00,,,,,0.00680944540327344,-0.02461058097795521,-0.02081010058903421
2020-05-21 03:00:00,,,,,0.01704765800520769,0.03807995547305221,0.00453896980671975
2020-05-22 03:00:00,,,,,0.017910280173635718,-0.005465835084868531,0.011076518961396165
2020-05-23 03:00:00,,,,,-0.0049029619893535825,0.01324658206015017,0.003428498843426331
2020-05-24 03:00:00,,,,,-0.0030819811814501996,-0.044657247572169156,0.0032403183554396975
2020-05-25 03:00:00,,,,,0.009611914647646325,0.028393065440342147,0.026422892106227724
2020-05-26 03:00:00,,,,,-0.007328205676163435,-0.019507647744133605,-0.024828746357064224
2020-05-27 03:00:00,,,,,0.014523687127296236,-0.05876670223125435,0.02537960294959163
2020-05-28 03:00:00,,,,,-0.005941557298197564,0.058848044677437095,-0.005100234460691966
2020-05-29 03:00:00,,,,,-0.037829700777541664,0.01647370849638885,-0.03851800589664456
2020-05-30 03:00:00,,,,,-0.009776167253016332,-0.006297394755517383,-0.009654302303803375
2020-05-31 03:00:00,,,,,0.04168043482197037,0.01660616274418847,0.042224714131137375
2020-06-01 03:00:00,,,,,-0.02562365770108921,-0.018948954196563172,-0.041357094536705
2020-06-02 03:00:00,,,,,-0.004109285944734364,0.005472191148923944,0.021566753154505403
2020-06-03 03:00:00,,,,,0.0220664012902152,0.000823789994927715,0.07136747677355526
2020-06-04 03:00:00,,,,,-0.011604587931295596,0.03758949966797398,-0.07856577233078132
2020-06-05 03:00:00,,,,,-0.0136318388490001,-0.04252586170571304,0.016208551524678816
2020-06-06 03:00:00,,,,,-7.032884740931777e-05,-0.008769149022493816,0.0013856282099435902
2020-06-07 03:00:00,,,,,0.013677034751802486,0.015518967112763571,-0.008739959144575482
2020-06-08 03:00:00,,,,,-0.018077885790477644,-0.014284835424068887,-0.007081281399000772
2020-06-09 03:00:00,,,,,0.02131741483550087,0.028561179223339117,-0.0025173081402375397
2020-06-10 03:00:00,,,,,-0.00428171361648344,0.001030473860339276,-0.015429608746552526
2020-06-11 03:00:00,,,,,0.006931839495248671,0.0013944095833551273,0.011317159149707656
2020-06-12 03:00:00,,,,,0.0036497458736426402,-0.0062502603118861355,-0.010348965944806943
2020-06-13 03:00:00,,,,,0.019726466901368145,-0.01620971527999493,0.0353875275768174
2020-06-14 03:00:00,,,,,-0.0033230562634573024,0.003278912805484424,-0.013910053802958955
2020-06-15 03:00:00,,,,,0.02320979784653132,0.051017241306147376,0.022820953284170997
2020-06-16 03:00:00,,,,,-0.0017717781051914683,-0.0336539542853902,-0.01967137491718196
2020-06-17 03:00:00,,,,,-0.019621528185149728,0.0019614717098470624,0.050195302169490086
2020-06-18 03:00:00,,,,,-0.014576517315551096,-0.006873433977280463,-0.0731724944186053
2020-06-19 03:00:00,,,,,0.008659280713283035,-0.005924515148851173,0.04267094970977414
2020-06-20 03:00:00,,,,,0.021005319660159172,0.012612712966037387,-0.019842142700142507
2020-06-21 03:00:00,,,,,-0.007289368892985482,0.00171014469093822,-0.012445518112370046
2020-06-22 03:00:00,,,,,0.00036216818053014244,-0.0006858556934830062,0.025135284714230544
2020-06-23 03:00:00,,,,,0.01613271160254226,0.007556681038891178,-0.009714861854839718
2020-06-24 03:00:00,,,,,-0.03410213933584472,-0.006293723856270361,-0.02069049611864371
2020-06-25 03:00:00,,,,,0.008269876395841758,-0.02013840877392803,0.021468827877924923
2020-06-26 03:00:00,,,,,-0.004041093917722893,0.03168810275934453,-0.0303312008263823
2020-06-27 03:00:00,,,,,0.01761022537682555,-0.030141147993811512,0.004710961755387988
2020-06-28 03:00:00,,,,,0.005243144584132553,0.023474740202943378,0.057538632576769944
2020-06-29 03:00:00,,,,,0.011046751515150666,0.0020875730869156506,-0.047340611680506184
2020-06-30 03:00:00,,,,,-0.01765900726302294,-0.0027638033893739866,0.02081786321648349
2020-07-01 03:00:00,,,,,0.006493422121361059,0.00695377170521172,0.012302757016623422
2020-07-02 03:00:00,,,,,-0.0004410554744096462,0.00408940708554173,0.0031741273170384776
2020-07-03 03:00:00,,,,,0.02246500667847684,-0.009228636404916113,-0.02697857308274909
2020-07-04 03:00:00,,,,,-0.00554486241785801,-0.015618090573607524,0.009486701513664375
2020-07-05 03:00:00,,,,,0.007032243260383542,-0.0020601501518817678,-0.02732661877037812
2020-07-06 03:00:00,,,,,0.013726465046335123,0.02013002293829147,0.048635809760677384
2020-07-07 03:00:00,,,,,-0.009650035814590896,-0.006216614552007282,-0.03975457935046589
2020-07-08 03:00:00,,,,,-0.002722655902047122,-0.007273899170968878,-0.015212651343624706
2020-07-09 03:00:00,,,,,-0.005581989317042346,-0.005477709132140407,0.004621934404498429
2020-07-10 03:00:00,,,,,0.0025634045532452188,0.011188899749424497,0.00999306063784866
2020-07-11 03:00:00,,,,,0.00951668455386856,0.0032787150793007758,-0.0008478849817200595
2020-07-12 03:00:00,,,,,-0.0020894827416529926,-0.009866852640117219,-0.010805535050356418
2020-07-13 03:00:00,,,,,0.00711355762083965,0.018124654136540297,0.02457564275241597
2020-07-14 03:00:00,,,,,-0.00767046148055639,-0.02761321141338524,-0.01047772871622199
2020-07-15 03:00:00,,,,,0.022614855067657924,0.022994085917033003,-0.012384160047958503
2020-07-16 03:00:00,,,,,-0.007352290844505616,-0.015139263440864137,0.00026653224800821107
2020-07-17 03:00:00,,,,,0.020635413189536767,-0.012352376194074366,0.0016234414324434177
2020-07-18 03:00:00,,,,,0.0012101678136906546,-0.012357894901282251,0.02783819179914193
2020-07-19 03:00:00,,,,,0.0008977796558142792,0.021239908455325418,-0.0272660459886227
2020-07-20 03:00:00,,,,,-0.006527929735668847,0.002718451735535199,0.02135711360960757
2020-07-21 03:00:00,,,,,0.017581869907558056,-0.010030023405853017,-0.002848401002419565
2020-07-22 03:00:00,,,,,0.025967892324139763,0.019098109207376757,0.02266506919379707
2020-07-23 03:00:00,,,,,0.026886053881006067,0.020734265797355933,-0.010065084608337549
2020-07-24 03:00:00,,,,,-0.015330353272880681,-0.043582965358564985,0.008100961769123893
2020-07-25 03:00:00,,,,,-0.04687715564352235,0.03677444006719477,-0.0042831551218402986
2020-07-26 03:00:00,,,,,-0.012232228470209217,-0.018543663303700164,-0.003232499892789953
2020-07-27 03:00:00,,,,,0.019719967389037363,0.009529549942234539,0.018869676534959634
2020-07-28 03:00:00,,,,,-0.031087935041754222,-0.003938350340022989,-0.03938582306764837
2020-07-29 03:00:00,,,,,0.014544986750750777,0.01637695766952918,-0.003713696748840145
2020-07-30 03:00:00,,,,,-0.012232946795509902,-0.009257227746766072,0.011857027771418505
2020-07-31 03:00:00,,,,,0.001544102280882198,-0.011470382583943284,0.002578408657879505
2020-08-01 03:00:00,,,,,-0.012110197075109186,0.01213648893655872,0.014056529575551702
2020-08-02 03:00:00,,,,,0.01481524778377663,-0.004985698746549305,-0.02937632540252666
2020-08-03 03:00:00,,,,,-0.03107538967057477,0.00410440510605925,0.05639737700522729
